area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
1612,3,2,1,7,3.83,11081464
1760,4,3,1,45,9.14,12343410
3009,4,2,1,45,9.84,19453204
2624,4,3,1,1,2.89,16697690
2033,5,3,1,5,4.87,15137975
1905,3,3,2,47,9.79,13104794
2863,2,3,2,40,4.67,15696001
3721,4,4,3,14,4.14,23061710
3817,3,4,2,46,1.99,19544959
2697,3,1,1,11,7.78,17520838
4035,1,1,2,40,5.02,21778085
3170,4,2,2,47,6.75,19502350
1460,5,4,1,31,5.59,11120095
542,3,1,2,5,2.57,4858960
2890,3,4,1,26,2.59,16083473
1363,2,4,2,46,9.46,10497500
4624,1,2,1,12,9.01,27794738
2895,3,2,3,22,6.5,17751959
1219,3,3,2,9,1.01,7901606
305,5,4,3,13,4.9,6055272
767,5,3,1,2,5.77,9147924
4470,2,3,1,11,5.04,25020728
303,2,3,3,24,9.33,5015032
945,2,4,1,0,1.37,7275243
417,5,4,1,31,6.89,7600925
3228,5,3,1,23,3.82,19036302
2851,1,4,1,47,6.04,16660877
4589,4,3,1,41,6.9,25593389
1146,4,1,1,8,4.97,9429686
3062,1,4,1,49,2.34,16092209
1441,4,2,1,0,5.67,11657440
2110,5,2,3,41,9.4,14512284
1023,4,3,2,38,5.82,8173771
524,5,1,1,9,2.11,5774090
4927,1,4,3,43,8.42,28890136
4508,2,3,1,42,3.0,22822447
4954,1,1,2,40,4.33,25975082
2348,4,1,1,29,4.86,13861056
4715,5,4,3,4,4.06,28330169
1873,4,2,3,3,4.64,13191883
2128,4,2,2,44,8.16,13769602
2217,2,1,1,7,3.01,14199140
4534,4,2,3,15,5.23,26595155
2326,2,1,2,0,1.18,13057015
4044,5,1,2,48,5.57,22464430
1201,5,1,1,14,2.01,8789035
2339,2,2,3,23,3.54,14016850
309,1,3,1,14,3.92,4196283
560,5,2,1,49,1.74,4549164
1973,1,3,1,5,4.25,13351688
2519,5,2,3,1,5.48,18285603
2360,5,4,2,4,4.88,16845720
4013,3,4,1,38,3.52,22361049
1919,4,2,1,40,3.65,10960406
620,4,4,3,33,6.7,7452932
1642,1,4,1,38,7.47,11828259
2676,4,4,2,31,6.19,17215870
3132,1,4,1,28,9.79,19717254
3124,5,3,2,28,9.5,21587483
2294,3,1,1,23,1.89,12430720
3258,3,3,1,45,3.35,18675507
2338,5,1,1,30,8.82,16235641
3790,2,1,2,23,1.27,19109495
3977,2,2,1,14,6.33,23592450
1418,4,2,1,11,9.59,13332652
1904,1,2,1,19,7.11,13326910
4327,3,2,2,3,1.83,24335488
535,4,2,1,12,7.73,7492698
2269,5,3,3,40,4.39,14712625
4729,3,3,2,43,9.29,26537490
2208,1,4,3,9,3.58,13795053
675,1,3,1,40,5.26,4676613
3830,2,3,2,22,7.72,23560667
2935,4,2,2,6,3.32,17665011
1870,5,4,1,11,2.64,12453701
2860,3,3,3,47,1.02,14583291
3691,1,3,2,14,5.39,21198745
3265,3,4,2,6,9.36,22803712
3943,5,1,2,7,3.53,23043969
4150,3,2,2,6,1.39,23380062
1172,4,3,2,42,6.58,8731221
1552,2,3,1,3,1.51,10059649
1614,3,4,2,49,5.56,10251416
3198,2,3,3,6,4.43,18675669
377,5,2,2,44,5.28,3908219
2921,2,3,1,40,2.46,14818594
4527,3,1,1,29,1.81,24205066
900,3,2,3,17,7.74,9640030
1365,1,1,2,29,3.21,7712686
2436,3,4,3,6,8.2,18033968
2749,2,2,3,47,7.83,16128477
2643,1,3,3,22,2.79,15223562
2163,3,2,3,36,9.17,14755789
1618,3,2,2,6,2.45,10612711
3897,5,2,1,37,8.17,23753791
4062,1,1,1,28,4.78,22132764
4970,5,4,2,33,2.65,26985187
2490,5,2,3,38,9.44,18033659
1292,5,3,2,40,9.67,12150441
3012,4,2,3,44,5.6,17709350
2492,5,2,3,48,5.22,15301352
1548,2,4,2,48,9.11,12350176
3354,3,3,2,46,6.37,19619584
4898,4,3,3,17,3.39,27067317
4333,5,1,3,46,4.83,23968560
2297,3,3,3,42,8.52,15070190
3987,1,3,3,24,8.74,23859630
2451,1,3,2,26,9.45,16656711
4318,3,2,1,26,3.59,23435407
3410,2,1,1,11,7.12,21215348
2270,3,3,3,22,1.62,13035268
497,3,3,1,16,7.53,6297842
2926,4,3,1,43,6.07,17992061
1502,1,2,1,6,3.25,9724185
2335,1,2,1,23,6.89,15029655
777,5,1,1,6,2.22,6352226
1554,3,4,1,28,4.0,10228537
1222,3,1,3,27,4.61,8979875
719,2,2,3,22,7.99,7253642
2504,1,3,3,9,3.78,15662047
2897,2,3,2,15,1.44,16908448
1420,4,1,1,42,2.63,8280242
3368,5,3,1,47,6.47,19558898
1250,2,2,2,33,1.14,6546236
2636,1,1,1,24,8.13,16003193
2543,4,4,3,1,9.11,18819415
2945,3,2,3,49,5.46,17123416
2157,4,2,2,4,7.37,15467041
4912,2,3,3,13,5.16,27977199
2165,1,2,2,30,3.78,12425469
3212,2,2,3,39,2.48,16865890
3153,3,4,1,5,5.66,19786196
3528,3,3,3,27,9.37,23085438
4019,1,2,2,8,9.01,24492731
3528,5,3,1,5,9.28,23940777
2671,4,2,2,16,9.7,18575703
3191,4,4,1,39,2.49,17363157
4056,3,3,1,34,2.32,20993157
4525,2,3,3,11,4.85,26172827
394,2,4,3,44,7.2,4352355
2974,5,1,1,17,4.96,18498561
2255,2,2,3,42,9.03,14589860
1093,4,2,3,33,7.46,8870366
2134,2,1,2,45,6.71,12135920
2416,5,3,3,0,1.64,14635409
4406,4,3,1,14,2.58,25138641
3625,2,4,3,17,4.85,21538128
3219,4,4,1,21,9.79,21689690
2897,3,4,1,17,4.01,17837169
3505,3,1,2,48,6.67,20483601
1114,3,1,1,0,9.9,10801083
645,2,3,1,45,3.38,3866575
2649,5,4,2,19,2.5,16658687
662,4,3,1,47,5.92,6145679
2743,1,1,2,35,5.97,15683588
2565,3,2,1,37,9.3,15630150
2488,3,3,3,24,1.24,13072786
3305,1,1,2,15,4.67,18903855
3581,1,4,2,19,3.81,20921454
1284,2,2,1,37,6.14,9394134
1939,4,2,2,46,1.08,9373032
1127,3,2,1,32,7.4,9177716
3030,5,4,2,6,5.36,20315827
3831,2,2,2,22,7.31,22513396
4751,2,1,3,10,5.03,27087374
3235,5,3,1,32,5.27,19311512
4176,5,2,3,39,9.06,24831014
426,5,2,2,45,2.9,3428259
3477,1,1,1,4,2.96,20527710
3356,3,4,3,44,6.04,19790648
903,1,2,2,46,6.94,5885192
3749,3,1,3,40,4.19,19908639
4446,1,1,2,7,5.68,26230636
3833,4,4,2,16,3.05,22140317
3667,3,4,1,17,2.22,20536136
3668,2,3,1,49,3.14,19392265
4097,3,2,1,26,9.25,24664899
2092,3,3,2,30,8.22,14282074
3161,3,1,3,3,2.26,18720023
3776,4,2,1,1,1.42,21293903
3717,1,1,1,4,1.84,20036854
1945,2,1,1,16,3.64,12627763
1505,1,1,1,38,8.3,9683414
3330,1,4,2,31,3.89,18431484
3172,5,4,3,28,2.67,19846375
3372,4,2,2,15,4.56,18580300
2154,5,1,2,0,2.12,15067619
4321,4,1,2,11,5.23,25610296
4962,1,2,1,18,7.08,28325214
3008,1,3,3,8,4.32,18443507
3802,4,1,2,47,2.56,19668580
1632,1,4,2,6,5.08,11289557
501,1,3,2,29,7.86,5885935
3807,2,3,1,14,1.69,20804607
4512,5,3,1,43,1.64,23929307
874,5,3,2,3,3.86,8512136
836,5,3,1,5,4.74,8996378
1925,3,3,3,37,2.95,11813522
2422,2,2,1,46,1.24,11232101
685,5,2,2,34,2.98,4769464
3581,5,3,3,1,4.92,22483935
774,2,4,1,4,1.71,5737963
717,1,2,2,7,7.44,8243566
3900,5,2,3,29,5.97,22964715
1254,1,3,3,47,4.91,7994198
1505,5,4,3,18,5.67,12074967
4420,4,3,1,29,6.9,26314123
2290,3,4,3,30,9.95,16362057
3872,5,4,1,15,7.98,23968160
4680,4,1,2,37,5.86,25747354
4458,2,2,1,21,7.93,24684622
3013,4,3,1,32,5.28,17272567
2503,2,2,2,49,3.8,13554957
3420,5,2,1,21,3.36,20041067
1266,2,4,1,7,4.6,9584472
3732,4,2,2,36,1.02,19582313
988,3,1,3,11,2.59,6679387
4543,1,3,2,49,2.14,23158889
4001,1,2,3,4,9.64,25208457
641,3,3,1,24,1.58,5050713
2024,1,2,2,28,5.51,12658682
4722,5,3,3,12,9.28,29913699
2092,5,3,1,25,6.47,14074163
2059,4,3,1,21,5.46,14017912
3512,4,2,1,28,7.69,21704812
1289,2,1,3,11,4.18,8980674
2562,4,3,3,47,2.74,14465093
2782,5,4,3,45,8.63,17636299
1251,4,4,1,42,1.51,7683510
1022,1,4,3,27,8.27,9271535
3689,2,1,2,8,1.93,21162458
2379,2,3,3,9,6.63,17208549
3017,5,1,3,47,5.29,17374144
2632,4,3,1,41,9.99,17811339
3676,1,1,2,25,4.49,20398872
4824,4,3,2,35,9.62,28680601
1800,3,4,2,39,4.63,10514276
585,4,3,3,10,7.14,7463193
3795,5,1,1,5,6.79,23524188
2365,4,3,3,3,1.78,15271709
1068,2,2,1,26,7.69,9456912
3357,1,3,2,23,2.88,18435852
4589,5,4,3,4,4.5,28315162
2461,3,3,1,49,8.04,15945413
3593,1,2,3,2,9.5,23028621
1246,1,2,1,6,6.04,8994265
3635,2,2,2,23,5.67,21111706
4450,2,1,3,21,5.54,24496813
1781,2,2,2,11,8.35,14403688
2201,5,1,3,34,9.94,16514031
3751,4,2,3,16,6.7,23889508
4364,1,1,1,2,4.41,23769054
354,4,2,1,10,2.97,4526244
2123,4,2,1,5,2.79,13757647
3762,2,3,2,42,8.71,22394873
3379,4,2,2,35,9.93,21336492
1132,1,3,3,16,7.28,8323508
4708,1,2,1,21,9.6,27911211
3106,3,2,2,0,4.15,20173441
2790,5,3,3,43,6.65,18514980
627,4,3,2,2,5.61,7746189
3610,5,1,3,15,5.34,22125265
3600,5,4,1,34,6.69,21422926
3975,5,3,3,13,3.79,23830735
3354,5,1,3,48,6.77,19513572
2443,1,2,1,6,7.06,15829843
1611,4,3,1,25,8.53,11918754
3491,3,3,3,42,7.57,21603477
2838,5,2,2,47,3.88,15970293
4283,3,2,1,30,5.06,23649805
4847,1,2,3,23,2.08,25679188
464,1,2,1,18,3.32,3808601
4577,2,4,1,36,5.69,24362395
1122,5,3,2,0,1.91,9926754
1243,2,2,1,24,6.14,9138236
4725,3,2,3,9,4.51,27622682
1074,4,4,3,17,1.31,8090805
2498,2,3,1,41,4.91,14728371
3456,1,1,1,0,3.53,20193003
4542,5,3,2,28,1.6,23741036
3995,3,1,2,12,3.64,22955152
3752,1,4,2,3,3.65,21523450
1214,4,2,3,11,4.2,9301214
1608,5,4,2,47,4.3,9665068
4477,4,3,3,18,4.87,27087204
813,4,2,2,25,1.83,5878835
2220,5,3,3,43,1.05,12211894
3894,5,1,1,37,7.62,22635228
1709,4,3,3,15,4.04,13334612
4866,3,4,1,43,6.52,27644647
3490,5,4,3,24,3.76,19802812
4791,1,4,3,9,9.86,30181049
1855,2,2,1,36,3.84,10201604
1104,3,3,3,27,6.45,9528739
1579,5,2,3,27,2.98,10365320
3877,5,3,2,24,5.66,22481421
3201,3,1,1,24,6.21,18781394
1687,2,3,1,11,2.65,10915585
4988,4,3,2,7,2.11,28162694
3061,1,3,2,35,9.76,18983860
2979,5,3,1,38,9.04,19387656
2406,2,1,1,23,6.94,15172144
4523,1,2,1,22,8.75,26821285
3068,3,4,2,36,1.86,17439336
4253,5,3,2,10,7.56,26689934
3486,4,4,3,16,3.57,20346200
3580,3,4,2,27,5.86,21714108
2873,5,4,3,2,7.88,21008479
4916,2,4,3,1,1.3,27845829
2899,1,3,2,28,7.25,17215401
4333,1,4,2,33,4.91,24282278
536,5,3,2,13,4.96,7072184
1604,3,1,2,32,9.17,12277863
3730,4,2,1,47,8.74,21663380
1601,2,2,2,46,1.52,7175200
2841,5,3,3,17,6.56,18347585
2351,2,3,3,28,4.92,14914614
741,1,2,1,1,2.06,6684787
2376,4,4,1,10,8.66,17884149
3480,2,3,2,30,1.64,17943280
2957,5,4,1,48,1.29,15829101
4098,4,3,2,12,2.78,23747993
1104,3,3,2,43,3.73,7184226
374,5,1,1,25,1.55,3669402
2475,2,1,1,33,6.77,14350887
4224,4,2,3,49,4.93,22446556
2389,5,1,1,9,4.71,15238101
340,4,1,1,11,2.31,3501711
2381,4,2,1,48,4.94,13788076
4983,4,4,3,21,4.51,28734706
1922,2,1,2,45,4.45,10051870
641,5,4,3,30,2.97,6100935
4352,1,2,1,18,1.85,23872732
2374,1,3,1,44,3.35,12631141
945,2,4,1,23,7.01,8213587
4563,2,2,2,24,1.66,24512818
909,4,4,3,34,4.44,8759568
754,5,2,3,7,5.63,8625826
3253,5,2,2,4,9.67,22336370
2008,3,3,3,21,8.59,14934707
3772,3,4,2,27,9.25,24401623
3269,1,3,2,11,8.38,20809834
3328,3,3,3,32,6.3,20026749
2981,3,4,3,15,8.75,21013954
3929,1,4,2,25,6.09,22787540
4525,1,2,3,11,4.22,26273126
3367,3,4,2,22,4.35,19276380
1686,5,2,3,48,6.09,11544888
4076,3,2,3,25,8.28,25679470
3166,4,2,3,40,2.2,18489772
3663,4,2,3,12,1.35,20599385
4424,4,2,3,22,8.11,26681393
448,2,2,1,30,6.83,6093255
4150,4,4,1,35,8.39,24833796
2358,5,4,3,26,9.79,17397962
1436,2,1,3,35,3.26,8235939
486,2,4,3,46,2.75,3138666
3154,4,3,2,41,4.07,17414393
1550,3,1,1,22,8.9,11866022
1633,1,4,2,37,1.13,7852991
4493,3,3,1,2,1.09,24649945
4450,3,4,1,29,2.95,25117714
3011,2,2,3,31,4.38,17652055
4801,2,1,3,14,3.72,26263398
2085,2,2,2,37,8.42,13874638
1050,5,1,2,10,7.21,10088681
2062,5,1,3,1,8.54,15951094
4220,1,2,3,25,4.45,22129910
4760,2,1,1,33,6.36,25699403
781,4,1,1,0,5.64,8060794
453,2,4,3,10,5.27,7474373
1824,5,3,1,4,3.59,13420440
2420,2,2,2,25,7.38,15554223
2643,5,4,1,5,5.72,18458015
1540,2,4,3,34,1.71,9161927
360,4,2,1,4,1.0,3903184
1238,1,1,3,8,1.18,7684836
1939,4,2,1,27,1.68,11092583
4420,5,3,2,18,4.34,25080123
4526,3,3,2,4,3.75,25951446
3869,4,2,3,22,2.41,21712166
1552,2,4,3,43,5.64,10441123
4503,1,2,3,43,9.73,25925573
471,2,3,1,15,2.45,4920166
1758,2,2,1,6,3.26,11345319
3849,4,1,1,13,5.16,23359775
4497,1,2,2,21,6.77,25745999
2622,3,4,3,8,6.4,18156491
1936,2,1,1,46,5.69,11252009
3415,1,3,2,22,7.64,20494907
4390,3,2,3,42,8.61,25873093
3304,2,4,2,3,9.99,22275622
629,1,4,3,42,5.19,4697644
3940,4,3,1,25,9.95,25018259
4194,2,2,2,40,7.57,23767517
4407,2,4,2,5,6.92,26367001
1641,1,1,2,30,6.76,10760552
3963,2,2,3,16,9.2,24993477
515,3,3,3,8,9.53,8342633
638,2,1,2,26,2.61,5334975
4362,5,2,3,5,5.44,27164941
3008,3,4,2,5,9.47,20869716
3452,1,3,1,3,4.44,19866591
2050,3,3,2,42,3.09,11627839
2721,5,2,2,2,1.92,17202090
1009,5,3,3,23,6.37,8651483
4026,2,1,3,17,7.3,23100050
3942,2,2,3,31,2.76,20594238
4293,4,1,1,47,7.06,24563181
788,3,3,1,20,9.1,9440834
346,4,3,1,47,3.19,2579271
3659,5,3,3,28,2.1,20088156
700,2,1,2,31,8.52,7074050
4290,2,3,2,24,9.25,26019435
3457,2,2,2,11,2.93,19111675
4645,1,4,3,45,7.49,25518174
690,5,2,3,8,6.32,8099341
4153,2,4,1,6,3.15,23559813
4730,5,3,3,13,8.41,29566648
928,2,2,2,19,5.23,6410624
4532,3,1,1,19,7.3,27333128
3230,5,4,1,9,3.71,20320769
1821,4,1,3,10,8.34,14334364
1126,1,4,1,38,3.38,6516030
1800,4,3,1,18,4.28,11840497
3594,5,2,3,18,4.52,21332131
2719,2,4,1,42,2.86,14444435
1234,5,2,2,5,8.87,12372479
3342,1,4,3,7,2.02,19787224
4797,5,4,2,0,6.07,28806217
1766,2,3,2,22,8.33,12841485
3861,4,4,2,39,6.23,22716716
914,3,1,2,36,3.94,6351151
1482,4,4,1,9,8.03,12532704
3523,2,4,1,1,5.49,21629414
2967,2,4,3,35,2.47,16306185
430,1,3,3,1,3.85,4895421
3283,5,2,2,14,6.33,20482911
4578,5,2,2,19,6.93,26470329
4759,4,3,3,41,5.93,27418133
338,3,1,3,20,3.45,4404342
4259,3,1,3,29,6.34,23752714
3887,1,3,3,23,3.99,21168727
1220,2,2,2,1,3.02,8378276
3069,1,1,3,37,9.51,18277019
4411,5,3,1,21,3.83,25408697
792,2,2,2,28,4.02,7404164
1431,1,1,1,13,9.07,11062906
3821,4,1,3,4,2.28,22403736
610,5,3,1,23,6.26,7094205
1038,3,2,3,25,8.05,9531777
3541,1,1,1,1,3.46,20046429
845,5,3,2,45,8.6,8891958
2761,5,1,1,44,7.93,17424737
4646,3,2,2,33,5.37,25825241
2104,3,4,1,22,2.07,12920948
3512,3,1,1,40,9.73,21676935
4110,1,2,2,34,6.62,22638339
1113,3,1,2,14,5.65,9259956
4424,4,4,3,2,8.97,28992668
2332,5,4,2,11,4.79,16358885
4872,3,1,2,37,6.07,27190877
4713,5,3,3,16,8.73,29349396
544,2,1,2,37,4.54,4560403
571,2,2,2,26,7.95,7297818
3811,3,3,1,18,3.31,21123921
2071,5,2,3,48,7.32,13731559
1562,2,2,3,47,5.59,9260310
2724,3,3,1,20,2.48,15461040
4661,5,4,3,39,2.22,25741560
1220,3,2,1,23,5.12,8106003
3730,5,1,2,23,7.4,22399883
4735,2,4,3,18,6.43,28302030
4784,3,4,2,30,8.69,27733110
2924,2,3,3,39,4.51,17344931
4060,3,1,2,19,8.59,24679928
2350,1,1,3,14,1.33,12996452
3800,2,4,3,39,4.29,20774986
1465,2,2,2,34,1.66,7926184
675,4,2,1,47,9.27,7096810
2333,2,1,3,34,5.28,13716724
445,5,4,1,32,3.85,4673703
4688,3,4,1,39,5.43,26320996
731,1,4,1,40,5.8,6344997
1004,5,3,1,43,8.62,8265015
2932,5,1,1,17,5.88,19607560
4794,5,1,1,16,4.88,27617127
1263,5,2,3,7,9.65,12917157
2534,1,2,1,19,9.72,17710358
2341,4,1,3,10,1.35,13037922
2128,2,1,3,29,7.36,13090712
2408,5,2,3,26,4.35,14316819
4368,2,1,2,38,7.08,23754537
1238,2,2,1,13,6.73,10174066
1106,5,1,2,41,3.97,6954342
1763,4,3,1,14,9.88,14053462
3715,2,3,2,11,4.21,21332781
310,3,4,3,19,6.69,5849760
2168,2,1,2,16,8.32,14866947
1184,5,2,3,39,2.31,7334955
3864,1,1,2,25,3.71,20325821
1689,2,1,1,13,2.79,10204244
3701,4,4,1,24,8.04,23171306
4621,3,2,2,25,8.21,27937110
1124,3,1,2,46,3.3,6038699
2565,1,2,1,24,1.04,13320304
1236,1,1,2,24,4.81,7180179
3100,2,4,2,26,7.18,19816890
2853,5,2,1,42,6.6,17279877
4145,4,1,3,11,5.01,24917791
2096,3,3,1,19,3.72,13769247
353,1,2,1,15,5.27,4693973
1026,4,4,2,24,1.14,7244022
3036,5,3,1,26,1.66,16331922
3470,3,2,1,17,2.46,19344708
2213,3,2,2,9,6.63,14863557
1896,5,2,2,49,2.97,10358607
2214,3,2,3,29,4.81,12826673
2766,5,1,1,0,6.59,18701344
3037,3,1,3,3,8.48,20033960
1149,2,2,3,22,5.95,8575712
2409,5,4,3,6,2.59,15514079
302,4,1,3,29,9.57,6892533
4555,2,2,1,25,1.81,23351352
4369,4,2,1,0,4.3,25602256
1192,3,4,1,28,9.29,10521885
2330,4,4,3,24,6.42,15843578
3460,2,4,2,39,6.96,21198307
2676,5,3,1,25,3.72,15349658
4975,1,2,3,16,1.71,26521368
2233,4,4,3,30,4.29,14767295
1680,1,2,3,7,4.62,11674210
3981,4,1,3,4,3.43,24498969
1590,4,2,3,0,2.94,12334477
1940,5,2,3,14,4.2,13176104
2982,3,3,1,35,6.75,17902791
1287,2,1,2,6,9.54,11932170
1518,2,1,1,45,7.33,9657856
1655,2,3,1,43,8.02,11128298
4565,3,4,3,26,3.75,26682965
4916,1,4,1,34,1.94,25905679
4435,2,2,2,26,3.62,25154878
1860,1,3,2,19,4.62,11850196
1718,3,4,3,17,7.21,13345388
1254,3,1,2,39,9.45,10166855
1283,5,3,3,1,8.28,13071108
1274,2,4,2,29,3.4,8320902
4433,5,1,2,37,8.38,25704650
4272,2,3,1,29,4.71,23236616
1213,3,2,2,6,2.58,8834777
4849,3,2,3,38,5.15,25834959
336,4,1,2,12,6.07,5892700
3687,4,4,2,32,7.87,21642763
2011,3,4,1,39,4.15,11335272
3320,3,3,3,29,2.32,19131479
1095,1,1,3,29,1.85,6252780
4336,1,4,3,22,2.01,23643232
4988,5,2,1,44,9.55,29267491
3411,4,1,2,23,9.57,22899216
1624,4,2,3,19,9.72,14211628
617,3,1,2,27,3.72,5966820
2696,3,3,2,18,2.72,15697964
2462,5,4,2,48,9.83,16881354
3045,4,4,1,12,9.89,20509836
1891,1,4,2,15,1.71,11760440
3411,2,2,1,14,7.77,21476358
4230,5,4,1,10,3.6,24682442
2296,2,1,1,11,9.18,15768997
1612,1,2,3,21,1.8,9600772
1585,1,3,1,24,9.0,11763884
4611,2,2,3,2,1.02,24964655
2683,5,3,1,23,5.7,17098335
3539,2,2,1,24,4.02,19550128
2439,5,4,1,8,4.85,16884191
2004,5,3,1,27,4.9,13266516
662,3,4,2,45,6.88,4873254
2904,4,2,2,29,1.21,15908591
2016,4,3,1,6,7.22,14767040
4751,1,1,2,10,1.2,25369295
4586,3,1,3,9,2.67,25678752
4038,4,2,2,2,6.46,24725333
2769,5,3,2,18,1.78,16228056
856,5,1,2,1,9.92,10783891
1125,2,4,1,16,8.06,10079363
3108,2,4,3,28,7.35,19263767
4821,5,2,1,1,3.41,27909314
3019,5,4,3,15,1.44,18376905
3808,2,4,1,48,9.81,21786214
4041,4,4,2,9,2.33,24194990
1874,1,1,3,3,8.48,13836205
4298,2,3,2,42,2.78,23076685
2429,4,2,3,25,4.37,16229837
2703,4,3,3,48,7.24,17041711
3629,4,3,1,23,9.51,22290631
888,3,3,1,11,1.18,5929948
2312,3,1,2,20,3.35,14009727
1847,4,4,2,41,7.88,12801799
594,5,2,3,15,2.56,6832445
2285,3,3,3,35,2.0,12554206
3417,2,4,1,34,1.42,18281737
1990,3,1,1,8,5.52,13453175
1436,5,3,1,5,7.91,12862137
2364,1,4,1,43,9.66,15602859
4755,3,1,1,0,3.41,25326582
4843,4,4,3,13,2.09,27334327
1307,4,2,3,23,4.62,10234016
2814,4,4,2,9,1.5,16432306
3826,1,4,3,17,3.98,22248748
4981,5,2,1,44,6.79,27856339
1547,2,2,3,8,2.51,9961843
4202,5,4,3,26,6.69,25512132
1735,1,2,3,18,9.75,14020915
871,4,4,2,35,8.78,9002249
2682,5,3,2,2,4.21,17266697
1545,2,4,3,37,4.79,10287406
2384,4,1,3,8,4.77,15801467
577,2,2,1,9,8.74,8146409
2187,3,3,2,8,9.94,16775225
4879,2,2,1,16,8.43,29147319
1565,4,2,1,41,6.02,10467407
1340,3,2,3,37,1.88,8050574
1217,4,1,3,47,9.59,9552961
1185,4,1,3,48,8.74,9655226
3052,3,4,1,42,8.57,19948621
321,2,1,1,19,4.53,4777880
4869,1,2,1,6,5.02,26847520
3491,1,3,3,3,2.08,19133223
2653,1,3,3,9,9.44,18629093
986,1,3,3,20,9.49,9454225
584,5,2,1,13,3.29,5711232
4047,1,1,1,24,7.26,24146238
1062,3,3,2,16,2.83,9486023
2728,1,2,3,27,4.54,14847761
2807,4,2,1,13,3.72,16731508
328,1,3,2,12,4.51,3897882
1206,2,3,1,33,3.78,7329459
3404,3,4,1,40,4.11,19575371
4299,3,4,3,2,8.12,27421207
3294,5,2,2,3,3.7,20916094
2806,4,4,1,43,8.33,18521511
4965,3,4,2,14,6.11,29237918
3909,2,3,2,19,8.02,23330952
3853,1,4,3,7,9.27,24931642
1753,3,2,2,49,2.25,9262045
3656,2,3,3,4,4.1,21786258
815,1,4,3,1,1.5,6261044
338,5,4,3,27,4.66,5934400
3642,3,4,2,21,3.14,21167242
1186,3,1,1,8,6.15,10161327
3144,2,4,3,27,8.05,19473137
2504,4,4,1,45,5.38,15599153
1398,5,2,2,0,4.0,11464737
2123,4,4,1,35,2.37,12939120
3501,3,1,1,48,1.24,16958657
3455,4,3,3,41,7.1,20895208
3393,1,4,3,1,1.27,20050174
3830,5,4,3,37,9.29,24560983
4078,4,2,2,25,6.35,24023314
3196,1,4,1,30,4.18,18174849
3753,2,4,2,40,1.38,19039787
3811,4,4,2,18,4.72,23185187
1288,5,4,2,30,8.81,12020000
4416,1,3,2,8,9.73,27498002
4326,4,2,3,2,1.76,24745267
4479,2,3,1,37,7.99,25767181
1982,4,1,3,5,3.33,13321611
4965,1,4,3,48,4.41,26153707
4263,4,1,2,44,5.93,24071060
1233,5,3,3,44,9.95,11785960
3898,3,1,1,6,2.88,22186584
3533,1,4,2,40,2.17,18166243
2280,1,1,3,24,6.35,13714634
2155,1,3,2,24,8.68,14419590
3356,1,4,1,49,6.83,19904138
1092,4,2,2,0,4.13,10326342
1091,5,3,3,21,9.79,11850588
2109,2,4,3,19,9.96,16567407
2555,5,2,1,12,7.94,17634657
3910,1,1,1,39,8.22,22560846
1907,4,1,2,20,7.85,14440531
1284,4,1,3,22,3.32,8954476
3976,1,4,1,40,2.35,19977875
3680,4,1,1,32,5.99,20522805
819,1,1,3,8,9.59,9184977
890,5,2,1,28,8.9,8917571
1350,3,2,1,31,1.96,8099428
3933,4,2,3,10,1.51,22181683
4744,1,4,1,35,8.86,26709318
1259,1,3,3,28,6.52,10237870
992,4,1,3,47,3.74,5928254
4199,2,1,2,30,6.06,23187120
4773,1,4,3,13,3.0,26461396
3246,4,1,1,49,9.52,19709438
826,1,4,2,24,8.44,7421059
3524,2,4,2,25,9.66,22844467
2553,3,4,1,21,2.68,15469506
3644,2,3,2,8,8.59,24351597
4265,5,4,1,32,6.04,25236216
2175,4,3,2,22,3.92,13894453
2063,2,3,1,34,5.32,12131237
820,3,1,3,19,9.5,8363606
1316,1,2,3,32,7.22,9425719
416,4,3,2,34,4.24,4017987
2733,2,3,2,45,10.0,17826086
883,3,2,3,29,4.11,6645023
694,2,3,1,45,8.32,7012482
4088,5,2,2,29,8.06,25059778
3068,4,1,3,21,7.51,19809225
4467,1,4,2,44,7.02,24353714
4160,3,2,3,0,1.98,24165626
573,2,4,3,14,9.95,8712796
2313,4,2,3,24,2.45,12929081
4733,2,4,1,19,6.37,27952522
1689,4,1,2,6,3.24,12078381
3866,5,3,1,15,2.52,21941513
465,2,1,1,22,6.04,5559475
1867,5,3,3,20,8.53,14587526
1028,3,4,1,0,4.39,8922639
2343,5,4,2,46,1.69,13366643
4497,4,3,2,19,6.61,27272587
3796,3,2,3,46,7.9,22853497
1078,2,1,3,18,3.66,8582464
513,2,2,2,5,7.22,6207776
4062,4,4,2,37,1.68,21056511
1876,1,1,3,31,4.25,10765201
2748,1,1,1,0,5.27,16546714
3236,2,2,2,29,8.04,20980893
3417,4,3,3,15,4.04,20841150
891,1,3,3,26,5.08,6931836
3020,5,1,2,17,6.66,19142936
1013,2,3,3,12,6.62,9362389
1235,5,4,2,43,5.66,8329963
4637,4,2,3,49,3.96,25319960
301,5,2,3,27,7.03,6517402
3148,1,2,1,9,8.53,19194813
4344,1,1,3,13,2.38,23763310
2249,3,1,2,28,4.06,13592752
1217,2,3,2,10,7.02,10658919
3474,4,2,1,49,7.8,20550423
2541,2,4,2,26,8.03,16285871
